Unnamed: 0,dob,file_name,gender,gilbert_number,id,input_form,iver_number,location,post_sound,pre_sound,speaker_number,target_form,transcription,variable,File/Spkr,Vowel,Start,End,Dur,oTime,oPitch,oF1,oF2,oF3,gTime,gPitch,gF1,gF2,gF3,MaxFormants,NumberPoles,Notes
13,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-114-a.wav,m,114,17-176-1-114-a.wav,a funeral ,17,doss,̯,a,176,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,17-176-1-114-a,ɪ,0.567,0.653,0.086,0.596,--undefined--,411.15,1883.10,2609.59,0.624,127.27,403.46,1957.80,2592.70,5500 Hz,10,
14,1934,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-114-a.wav,m,114,17-177-1-114-a.wav,a funeral ,17,doss,̯,a,177,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,17-177-1-114-a,ɪ,0.783,0.842,0.060,0.802,122.21,485.59,1833.90,2661.06,0.822,122.20,503.87,1913.62,2627.32,5500 Hz,10,
15,1958,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-181-1-114-a.wav,f,114,17-181-1-114-a.wav,a funeral ,17,doss,̯,a,181,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,17-181-1-114-a,ɪ,0.635,0.689,0.054,0.653,193.61,538.65,1656.93,2737.67,0.671,197.37,490.26,1715.16,2572.07,5500 Hz,10,
16,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-187-1-114-a.wav,f,114,17-187-1-114-a.wav,a funeral ,17,doss,̯,a,187,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/5-113-2-114-a.wav,m,114,5-113-2-114-a.wav,a funeral ,5,doss,̯,a,113,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,5-113-2-114-a,ɪ,0.825,0.972,0.147,0.874,149.88,305.04,1895.72,3203.32,0.923,127.31,1677.55,2992.14,4018.18,5500 Hz,10,"
5-113-2-114-a"
18,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-114-a.wav,m,114,3-96-2-114-a.wav,a funeral ,3,floresville,̯,a,96,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,3-96-2-114-a,ɪ,0.812,0.889,0.077,0.837,148.77,570.87,1798.98,2651.89,0.863,142.76,533.71,1760.99,3119.19,5500 Hz,10,
19,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-98-2-114-a.wav,f,114,3-98-2-114-a.wav,a funeral ,3,floresville,̯,a,98,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/51-283-3-114-a.wav,f,114,51-283-3-114-a.wav,a funeral ,51,floresville,̯,a,283,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-397-2-114-a.wav,m,114,1-397-2-114-a.wav,a funeral ,1,fredericksburg,̯,a,397,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-403-2-114-a.wav,m,114,1-403-2-114-a.wav,a funeral ,1,fredericksburg,̯,a,403,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/105-404-1-114-a.wav,f,114,105-404-1-114-a.wav,a funeral ,105,fredericksburg,̯,a,404,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,105-404-1-114-a,ɪ,1.371,1.457,0.086,1.400,170.00,511.41,2130.20,3055.31,1.429,169.54,481.11,2383.71,3112.59,5500 Hz,10,
24,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/107-405-2-114-a.wav,m,114,107-405-2-114-a.wav,a funeral ,107,fredericksburg,̯,a,405,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,107-405-2-114-a,ɪ,1.119,1.210,0.091,1.150,404.41,423.95,2219.99,2822.18,1.180,397.83,406.15,2305.40,2874.70,5500 Hz,10,
25,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-114-a.wav,m,114,108-406-1-114-a.wav,a funeral ,108,fredericksburg,̯,a,406,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-407-2-114-a.wav,f,114,110-407-2-114-a.wav,a funeral ,110,fredericksburg,̯,a,407,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,110-407-2-114-a,ɪ,0.847,0.952,0.105,0.882,172.92,432.85,1998.46,3105.60,0.917,175.64,402.62,2260.24,3041.20,5500 Hz,10,
27,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-114-a.wav,f,114,110-408-1-114-a.wav,a funeral ,110,fredericksburg,̯,a,408,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/111-410-1-114-a.wav,f,114,111-410-1-114-a.wav,a funeral ,111,fredericksburg,̯,a,410,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-114-a.wav,m,114,17-185-1-114-a.wav,a funeral ,17,fredericksburg,̯,a,185,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,17-185-1-114-a,ɪ,0.841,0.945,0.105,0.876,162.76,487.49,1660.54,2252.67,0.910,164.22,468.99,1756.95,2321.93,5500 Hz,10,
30,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/23-224-1-114-a.wav,m,114,23-224-1-114-a.wav,a funeral ,23,fredericksburg,̯,a,224,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,23-224-1-114-a,ɪ,0.676,0.728,0.051,0.694,119.50,310.74,1943.76,3056.15,0.711,121.59,361.15,2079.63,3144.39,5500 Hz,10,
31,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-210-2-114-a.wav,f,114,29-210-2-114-a.wav,a funeral ,29,fredericksburg,̯,a,210,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,29-210-2-114-a,ɪ,1.078,1.136,0.058,1.097,192.62,529.08,2349.83,2995.03,1.116,189.86,452.91,2517.33,3089.29,5500 Hz,10,
32,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-114-a.wav,m,114,29-226-2-114-a.wav,a funeral ,29,fredericksburg,̯,a,226,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1942,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/38-214-1-114-a.wav,m,114,38-214-1-114-a.wav,a funeral ,38,fredericksburg,̯,a,214,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-401-1-114-a.wav,f,114,53-401-1-114-a.wav,a funeral ,53,fredericksburg,̯,a,401,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,53-401-1-114-a,ɪ,0.960,0.998,0.039,0.973,186.10,397.40,2416.72,2569.95,0.985,172.06,379.87,2378.97,2629.22,5500 Hz,10,
35,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-402-1-114-a.wav,f,114,53-402-1-114-a.wav,a funeral ,53,fredericksburg,̯,a,402,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,53-402-1-114-a,ɪ,0.948,1.005,0.057,0.967,172.11,467.12,2507.68,3099.97,0.986,169.74,395.27,2563.20,3207.56,5500 Hz,10,
36,1949,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-114-a.wav,m,114,58-369-1-114-a.wav,a funeral ,58,fredericksburg,̯,a,369,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,58-369-1-114-a,ɪ,0.915,0.975,0.059,0.935,114.43,503.24,1999.07,2520.95,0.955,112.31,483.79,1979.00,2584.20,5500 Hz,10,
37,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-370-1-114-a.wav,m,114,58-370-1-114-a.wav,a funeral ,58,fredericksburg,̯,a,370,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-368-3-114-a.wav,m,114,60-368-3-114-a.wav,a funeral ,60,fredericksburg,̯,a,368,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1939,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/62-365-2-114-a.wav,f,114,62-365-2-114-a.wav,a funeral ,62,fredericksburg,̯,a,365,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-164-2-114-a.wav,f,114,1-164-2-114-a.wav,a funeral ,1,freyburg/black jack,̯,a,164,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-175-2-114-a.wav,f,114,1-175-2-114-a.wav,a funeral ,1,freyburg/schulenburg,̯,a,175,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/120-454-2-114-a.wav,f,114,120-454-2-114-a.wav,a funeral ,120,"freyburg, tx",̯,a,454,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,120-454-2-114-a,ɪ,0.871,0.917,0.045,0.887,150.37,629.65,2323.53,3600.50,0.902,152.53,463.53,2004.17,2892.11,5500 Hz,10,
43,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-114-a.wav,m,114,112-436-2-114-a.wav,a funeral ,112,"giddings, tx",̯,a,436,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,112-436-2-114-a,ɪ,1.293,1.372,0.079,1.320,110.63,529.85,1815.56,2658.12,1.346,106.36,526.62,1764.57,2576.97,5500 Hz,10,
44,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-114-a.wav,f,114,115-437-2-114-a.wav,a funeral ,115,"giddings, tx",̯,a,437,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,115-437-2-114-a,ɪ,1.516,1.592,0.076,1.541,132.57,525.31,2100.54,2919.09,1.566,485.61,487.58,2006.82,2987.25,5500 Hz,10,
45,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-114-a.wav,m,114,7-313-2-114-a.wav,a funeral ,7,giddings,̯,a,313,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,7-313-2-114-a,ɪ,1.655,1.750,0.095,1.687,84.36,592.21,1803.80,2685.35,1.718,--undefined--,520.11,1760.28,2673.45,5500 Hz,10,
46,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-326-2-114-a.wav,m,114,7-326-2-114-a.wav,a funeral ,7,gidings,̯,a,326,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,7-326-2-114-a,ɪ,0.651,0.709,0.058,0.671,80.77,428.16,1733.78,2882.00,0.690,80.14,434.40,1709.60,2843.26,5500 Hz,10,
47,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-329-1-114-a.wav,f,114,7-329-1-114-a.wav,a funeral ,7,giddings,̯,a,329,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,7-329-1-114-a,ɪ,0.911,0.972,0.060,0.931,179.55,465.47,1256.03,2655.93,0.951,170.22,448.88,1279.89,2676.96,5500 Hz,10,
48,1918,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-192-2-114-a.wav,f,114,1-192-2-114-a.wav,a funeral ,1,la grange,̯,a,192,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-192-2-114-a,ɪ,0.996,1.129,0.133,1.040,--undefined--,1678.47,2749.72,3103.96,1.085,--undefined--,312.72,1559.99,2848.72,5500 Hz,10,
49,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-193-2-114-a.wav,m,114,1-193-2-114-a.wav,a funeral ,1,la grange,̯,a,193,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-193-2-114-a,ɪ,0.873,0.978,0.105,0.908,--undefined--,568.58,1863.20,2557.57,0.943,--undefined--,1499.49,2543.88,3718.32,5500 Hz,10,
50,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-194-2-114-a.wav,f,114,1-194-2-114-a.wav,a funeral ,1,la grange,̯,a,194,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-194-2-114-a,ɪ,1.146,1.283,0.137,1.192,168.54,506.44,1879.46,2662.80,1.237,170.45,451.27,1871.64,2605.99,5500 Hz,10,
51,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-195-2-114-a.wav,m,114,1-195-2-114-a.wav,a funeral ,1,la grange,̯,a,195,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-195-2-114-a,ɪ,0.645,0.743,0.098,0.678,--undefined--,886.54,1457.74,2902.05,0.710,--undefined--,556.96,1371.00,2863.59,5500 Hz,10,
52,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-114-a.wav,m,114,51-286-2-114-a.wav,a funeral ,51,la grange,̯,a,286,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,51-286-2-114-a,ɪ,1.032,1.137,0.105,1.067,79.79,420.89,1658.15,2462.14,1.102,76.41,434.50,1820.77,2511.24,5500 Hz,10,
53,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-125-2-114-a.wav,f,114,1-125-2-114-a.wav,a funeral ,1,new braunfels,̯,a,125,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-125-2-114-a,ɪ,0.862,0.943,0.081,0.889,167.63,409.00,2325.94,2661.99,0.916,158.52,383.37,2607.76,2653.69,5500 Hz,10,
54,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-128-2-114-a.wav,f,114,1-128-2-114-a.wav,a funeral ,1,new braunfels,̯,a,128,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-128-2-114-a,ɪ,0.866,0.948,0.082,0.893,140.74,508.19,1219.49,1730.04,0.921,--undefined--,617.69,1746.54,3047.14,5500 Hz,10,
55,1944,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-165-2-114-a.wav,m,114,1-165-2-114-a.wav,a funeral ,1,new braunfels,̯,a,165,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1910,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-114-a.wav,m,114,1-167-3-114-a.wav,a funeral ,1,new braunfels,̯,a,167,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-167-3-114-a,ɪ,6.209,6.292,0.083,6.236,149.52,444.57,2001.73,2596.91,6.264,142.52,423.85,2021.52,2469.02,5500 Hz,10,
57,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-114-a.wav,m,114,1-170-2-114-a.wav,a funeral ,1,new braunfels,̯,a,170,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-170-2-114-a,ɪ,0.712,0.787,0.075,0.737,--undefined--,330.38,1993.12,2797.57,0.762,--undefined--,334.53,2037.26,2701.46,5500 Hz,10,
58,1915,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-24-2-114-a.wav,m,114,1-24-2-114-a.wav,a funeral ,1,new braunfels,̯,a,24,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-24-2-114-a,ɪ,1.207,1.332,0.125,1.248,87.84,488.80,1391.35,2331.43,1.290,158.42,472.02,1632.51,2365.63,5500 Hz,10,
59,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-25-3-114-a.wav,m,114,1-25-3-114-a.wav,a funeral ,1,new braunfels,̯,a,25,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-25-3-114-a,ɪ,0.987,1.074,0.087,1.016,133.34,432.70,1898.35,2537.09,1.045,124.50,390.19,1865.97,2551.66,5500 Hz,10,
60,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-30-2-114-a.wav,f,114,1-30-2-114-a.wav,a funeral ,1,new braunfels,̯,a,30,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-30-2-114-a,ɪ,0.715,0.800,0.085,0.743,--undefined--,618.56,1905.63,2930.84,0.772,--undefined--,543.10,1705.25,2948.70,5500 Hz,10,
61,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-32-2-114-a.wav,m,114,1-32-2-114-a.wav,a funeral ,1,new braunfels,̯,a,32,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,1-32-2-114-a,ɪ,0.955,1.031,0.076,0.980,131.78,363.26,1792.32,2443.11,1.006,86.18,419.91,1777.39,2411.47,5500 Hz,10,
62,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-33-2-114-a.wav,f,114,1-33-2-114-a.wav,a funeral ,1,new braunfels,̯,a,33,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-34-3-114-a.wav,f,114,1-34-3-114-a.wav,a funeral ,1,new braunfels,̯,a,34,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-35-3-114-a.wav,m,114,1-35-3-114-a.wav,a funeral ,1,new braunfels,̯,a,35,ein begraebnis,aɪ̯n bəˈɡʀɛːpnɪs,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
