Dur,End,File/Spkr,MaxFormants,Notes,NumberPoles,Start,Unnamed: 0,Unnamed: 0.1,Vowel,dob,file_name,gF1,gF2,gF3,gPitch,gTime,gender,gilbert_number,id,input_form,iver_number,location,oF1,oF2,oF3,oPitch,oTime,post_sound,pre_sound,speaker_number,target_form,transcription,variable
0.063,0.715,1-33-2-1-a,5500 Hz,NA,10,0.652,74,74,?,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-33-2-1-a.wav,503.55,1668.31,2245.12,249.64,0.694,f,1,1-33-2-1-a.wav,a hairbrush ,1,new braunfels,488.99,1650.89,2220.58,246,0.673,?,b,33,die haarbuerste,di? ha????b??st?,?
0,0.369,1-34-3-1-a,5500 Hz,NA,10,0.369,75,75,?,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-34-3-1-a.wav,419.93,2288.8,3076.21,116.79,0.369,f,1,1-34-3-1-a.wav,a hairbrush ,1,new braunfels,419.93,2288.8,3076.21,116.79,0.369,?,b,34,die haarbuerste,di? ha????b??st?,?
0.12,0.871,1-35-3-1-a,5500 Hz,NA,10,0.751,76,76,?,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-35-3-1-a.wav,522.05,1491.57,2220.22,--undefined--,0.831,m,1,1-35-3-1-a.wav,a hairbrush ,1,new braunfels,438.8,1661.97,2222.7,413.9,0.791,?,b,35,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,77,77,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-448-2-1-a.wav,NA,NA,NA,NA,NA,f,1,1-448-2-1-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,448,die haarbuerste,di? ha????b??st?,?
0.094,0.717,1-58-2-1-a,5500 Hz,NA,10,0.623,78,78,?,1916,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-58-2-1-a.wav,529.54,1974.58,2365.33,162.56,0.686,m,1,1-58-2-1-a.wav,a hairbrush ,1,new braunfels,486.04,2049.08,2504.84,158.85,0.654,?,b,58,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,79,79,NA,1931,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-75-2-1-a.wav,NA,NA,NA,NA,NA,f,1,1-75-2-1-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,75,die haarbuerste,di? ha????b??st?,?
0,0.442,1-80-2-1-a,5500 Hz,NA,10,0.442,80,80,?,1917,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-80-2-1-a.wav,500.06,2060.82,2860.16,161.79,0.442,f,1,1-80-2-1-a.wav,a hairbrush ,1,new braunfels,500.06,2060.82,2860.16,161.79,0.442,?,b,80,die haarbuerste,di? ha????b??st?,?
0.076,0.366,1-88-2-1-a,5500 Hz,NA,10,0.29,81,81,?,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-88-2-1-a.wav,388.17,1853.17,2462.76,127.08,0.341,m,1,1-88-2-1-a.wav,a hairbrush ,1,new braunfels,375.02,2014.18,2478.84,126.07,0.315,?,b,88,die haarbuerste,di? ha????b??st?,?
0.068,0.46,10-107-2-1-a,5500 Hz,NA,10,0.392,82,82,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-1-a.wav,390.77,2170.56,2812.53,159.48,0.437,f,1,10-107-2-1-a.wav,a hairbrush ,10,new braunfels,363.03,2212.62,2965.13,160.71,0.414,?,b,107,die haarbuerste,di? ha????b??st?,?
0.093,0.379,10-110-2-1-a,5500 Hz,NA,10,0.286,83,83,?,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-1-a.wav,464.98,1397.43,2592.19,463.88,0.348,f,1,10-110-2-1-a.wav,a hairbrush ,10,new braunfels,432.93,1649.76,2572.93,432.87,0.317,?,b,110,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,84,84,NA,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-159-4-1-a.wav,NA,NA,NA,NA,NA,m,1,10-159-4-1-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,?,b,159,die haarbuerste,di? ha????b??st?,?
0.101,0.448,10-171-2-1-a,5500 Hz,NA,10,0.347,85,85,?,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-1-a.wav,683.16,1927.42,2563.71,--undefined--,0.414,f,1,10-171-2-1-a.wav,a hairbrush ,10,new braunfels,654.81,1886.07,2622.73,--undefined--,0.38,?,b,171,die haarbuerste,di? ha????b??st?,?
0.058,0.693,103-388-1-1-a,5500 Hz,NA,10,0.635,86,86,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-1-a.wav,515.47,1799.5,2601.16,84.91,0.674,m,1,103-388-1-1-a.wav,a hairbrush ,103,new braunfels,500.47,1838.48,2538.34,103.36,0.655,?,b,388,die haarbuerste,di? ha????b??st?,?
0.114,0.668,112-415-1-1-a,5500 Hz,NA,10,0.554,87,87,?,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-1-a.wav,488.93,1700.3,2597.69,158.34,0.63,m,1,112-415-1-1-a.wav,a hairbrush ,112,"new braunfels, tx",422.01,1987.41,2601.46,163.72,0.592,?,b,415,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,88,88,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/16-188-1-1-a.wav,NA,NA,NA,NA,NA,m,1,16-188-1-1-a.wav,a hairbrush ,16,new braunfels,NA,NA,NA,NA,NA,?,b,188,die haarbuerste,di? ha????b??st?,?
0.093,0.622,3-71-2-1-a,5500 Hz,NA,10,0.528,89,89,?,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/3-71-2-1-a.wav,607.26,2034.61,2562.96,117.28,0.59,f,1,3-71-2-1-a.wav,a hairbrush ,3,new braunfels,654.94,2270,2663.98,120.34,0.559,?,b,71,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,90,90,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-414-2-1-a.wav,NA,NA,NA,NA,NA,f,1,60-414-2-1-a.wav,a hairbrush ,60,"new braunfels, tx",NA,NA,NA,NA,NA,?,b,414,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,91,91,NA,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-1-a.wav,NA,NA,NA,NA,NA,m,1,60-447-2-1-a.wav,a hairbrush ,60,new braunfels,NA,NA,NA,NA,NA,?,b,447,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,92,92,NA,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-155-1-1-a.wav,NA,NA,NA,NA,NA,f,1,9-155-1-1-a.wav,a hairbrush ,9,new braunfels,NA,NA,NA,NA,NA,?,b,155,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,93,93,NA,1929,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-156-1-1-a.wav,NA,NA,NA,NA,NA,f,1,9-156-1-1-a.wav,a hairbrush ,9,new braunfels,NA,NA,NA,NA,NA,?,b,156,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,94,94,NA,1937,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-157-1-1-a.wav,NA,NA,NA,NA,NA,m,1,9-157-1-1-a.wav,a hairbrush ,9,new braunfels,NA,NA,NA,NA,NA,?,b,157,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,95,95,NA,1937,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-172-2-1-a.wav,NA,NA,NA,NA,NA,f,1,9-172-2-1-a.wav,a hairbrush ,9,new braunfels,NA,NA,NA,NA,NA,?,b,172,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,96,96,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-82-2-1-a.wav,NA,NA,NA,NA,NA,f,1,9-82-2-1-a.wav,a hairbrush ,9,new braunfels,NA,NA,NA,NA,NA,?,b,82,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,97,97,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/san antonio/gilbert/1-161-1-1-a.wav,NA,NA,NA,NA,NA,f,1,1-161-1-1-a.wav,a hairbrush ,1,san antonio,NA,NA,NA,NA,NA,?,b,161,die haarbuerste,di? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,0,0,NA,1948,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-134-2-16-a.wav,NA,NA,NA,NA,NA,f,16,9-134-2-16-a.wav,a hairbrush ,9,bulverde,NA,NA,NA,NA,NA,?,b,134,eine haarbuerste,?a??n? ha????b??st?,?
0.118,1.013,9-151-1-16-a,5500 Hz,NA,10,0.895,1,1,?,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-151-1-16-a.wav,591.17,1816.14,2606.37,90.77,0.973,f,16,9-151-1-16-a.wav,a hairbrush ,9,bulverde,521.25,1840.65,2688.54,182.27,0.934,?,b,151,eine haarbuerste,?a??n? ha????b??st?,?
0.105,0.864,120-449-2-16-a,5500 Hz,NA,10,0.759,2,2,?,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-16-a.wav,472.38,2028.13,2516.3,493.87,0.829,f,16,120-449-2-16-a.wav,a hairbrush ,120,columbus,419.93,2188.28,2637.81,410.41,0.794,?,b,449,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,3,3,NA,1926,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/121-453-2-16-a.wav,NA,NA,NA,NA,NA,f,16,121-453-2-16-a.wav,a hairbrush ,121,columbus,NA,NA,NA,NA,NA,?,b,453,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,4,4,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/1-141-2-16-a.wav,NA,NA,NA,NA,NA,m,16,1-141-2-16-a.wav,a hairbrush ,1,comfort,NA,NA,NA,NA,NA,?,b,141,eine haarbuerste,?a??n? ha????b??st?,?
0.152,0.725,102-395-2-16-a,5500 Hz,NA,10,0.573,5,5,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/102-395-2-16-a.wav,517.98,903.13,1767.19,181.09,0.674,m,16,102-395-2-16-a.wav,a hairbrush ,102,converse,402.19,1723.03,2003.27,183.64,0.624,?,b,395,eine haarbuerste,?a??n? ha????b??st?,?
0.134,0.891,60-445-2-16-a,5500 Hz,NA,10,0.757,6,6,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/60-445-2-16-a.wav,573.56,1859.7,2389.02,94.28,0.847,f,16,60-445-2-16-a.wav,a hairbrush ,60,"converse, tx",507.42,2070.45,2448.59,93.05,0.802,?,b,445,eine haarbuerste,?a??n? ha????b??st?,?
0.043,0.553,17-176-1-16-a,5500 Hz,NA,10,0.51,7,7,?,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-16-a.wav,586.17,1662.84,2092.64,110.66,0.538,m,16,17-176-1-16-a.wav,a hairbrush ,17,doss,554.08,1710.04,2078.55,114.9,0.524,?,b,176,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,8,8,NA,1934,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-16-a.wav,NA,NA,NA,NA,NA,m,16,17-177-1-16-a.wav,a hairbrush ,17,doss,NA,NA,NA,NA,NA,?,b,177,eine haarbuerste,?a??n? ha????b??st?,?
0.088,0.415,17-178-2-16-a,5500 Hz,NA,10,0.327,9,9,?,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-16-a.wav,527.11,1536.25,1968.4,75.57,0.386,m,16,17-178-2-16-a.wav,a hairbrush ,17,doss,492.07,1599.76,2025.27,--undefined--,0.356,?,b,178,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,10,10,NA,1958,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-181-1-16-a.wav,NA,NA,NA,NA,NA,f,16,17-181-1-16-a.wav,a hairbrush ,17,doss,NA,NA,NA,NA,NA,?,b,181,eine haarbuerste,?a??n? ha????b??st?,?
0.091,0.718,17-187-1-16-a,5500 Hz,NA,10,0.627,11,11,?,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-187-1-16-a.wav,676.49,1691.59,2516.17,228.69,0.687,f,16,17-187-1-16-a.wav,a hairbrush ,17,doss,674.46,1586.22,2043.89,230.76,0.657,?,b,187,eine haarbuerste,?a??n? ha????b??st?,?
0.068,0.459,5-113-2-16-a,5500 Hz,NA,10,0.391,12,12,?,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/5-113-2-16-a.wav,577.2,1701.98,2376.08,140.83,0.436,m,16,5-113-2-16-a.wav,a hairbrush ,5,doss,570.75,1803.58,2410.91,144.49,0.414,?,b,113,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,15,15,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-397-2-16-a.wav,NA,NA,NA,NA,NA,m,16,1-397-2-16-a.wav,a hairbrush ,1,fredericksburg,NA,NA,NA,NA,NA,?,b,397,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,16,16,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/105-404-1-16-a.wav,NA,NA,NA,NA,NA,f,16,105-404-1-16-a.wav,a hairbrush ,105,fredericksburg,NA,NA,NA,NA,NA,?,b,404,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,17,17,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-16-a.wav,NA,NA,NA,NA,NA,m,16,108-406-1-16-a.wav,a hairbrush ,108,fredericksburg,NA,NA,NA,NA,NA,?,b,406,eine haarbuerste,?a??n? ha????b??st?,?
0.154,0.641,110-407-2-16-a,5500 Hz,NA,10,0.487,18,18,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-407-2-16-a.wav,611.36,1818.38,2797.05,168.11,0.59,f,16,110-407-2-16-a.wav,a hairbrush ,110,fredericksburg,506.51,2280.65,3032.38,169.05,0.538,?,b,407,eine haarbuerste,?a??n? ha????b??st?,?
0.118,0.564,110-408-1-16-a,5500 Hz,NA,10,0.446,19,19,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-16-a.wav,612.65,1774.78,2351.48,136.25,0.525,f,16,110-408-1-16-a.wav,a hairbrush ,110,fredericksburg,589.8,1915.01,2537.8,146.44,0.486,?,b,408,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,20,20,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/111-410-1-16-a.wav,NA,NA,NA,NA,NA,f,16,111-410-1-16-a.wav,a hairbrush ,111,fredericksburg,NA,NA,NA,NA,NA,?,b,410,eine haarbuerste,?a??n? ha????b??st?,?
0.107,0.606,17-185-1-16-a,5500 Hz,NA,10,0.499,21,21,?,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-16-a.wav,654.65,1587.47,2162.05,159.78,0.57,m,16,17-185-1-16-a.wav,a hairbrush ,17,fredericksburg,630.87,1660.68,2089.15,152.29,0.535,?,b,185,eine haarbuerste,?a??n? ha????b??st?,?
0.055,0.69,29-226-2-16-a,5500 Hz,NA,10,0.635,22,22,?,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-16-a.wav,559,1980.2,2992.55,117.96,0.672,m,16,29-226-2-16-a.wav,a hairbrush ,29,fredericksburg,499.59,1976.05,2954.41,116.47,0.654,?,b,226,eine haarbuerste,?a??n? ha????b??st?,?
0.089,0.575,53-401-1-16-a,5500 Hz,NA,10,0.486,24,24,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-401-1-16-a.wav,571.86,1735.56,2370.87,214.83,0.545,f,16,53-401-1-16-a.wav,a hairbrush ,53,fredericksburg,483.51,1685.7,2326.73,211.95,0.515,?,b,401,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,25,25,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-402-1-16-a.wav,NA,NA,NA,NA,NA,f,16,53-402-1-16-a.wav,a hairbrush ,53,fredericksburg,NA,NA,NA,NA,NA,?,b,402,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,26,26,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-16-a.wav,NA,NA,NA,NA,NA,m,16,112-436-2-16-a.wav,a hairbrush ,112,"giddings, tx",NA,NA,NA,NA,NA,?,b,436,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,27,27,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-16-a.wav,NA,NA,NA,NA,NA,f,16,115-437-2-16-a.wav,a hairbrush ,115,"giddings, tx",NA,NA,NA,NA,NA,?,b,437,eine haarbuerste,?a??n? ha????b??st?,?
0.087,0.818,51-286-2-16-a,5500 Hz,NA,10,0.731,29,29,?,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-16-a.wav,513.14,1478.45,2131.4,497.71,0.789,m,16,51-286-2-16-a.wav,a hairbrush ,51,la grange,495.78,1525.69,2101.24,490.88,0.76,?,b,286,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,30,30,NA,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/53-286-2-16-a.wav,NA,NA,NA,NA,NA,m,16,53-286-2-16-a.wav,a hairbrush ,53,la grange,NA,NA,NA,NA,NA,?,b,286,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,31,31,NA,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-125-2-16-a.wav,NA,NA,NA,NA,NA,f,16,1-125-2-16-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,125,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,32,32,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-16-a.wav,NA,NA,NA,NA,NA,f,16,1-169-3-16-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,169,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,34,34,NA,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-33-2-16-a.wav,NA,NA,NA,NA,NA,f,16,1-33-2-16-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,33,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,35,35,NA,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-34-3-16-a.wav,NA,NA,NA,NA,NA,f,16,1-34-3-16-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,34,eine haarbuerste,?a??n? ha????b??st?,?
0.104,0.93,1-58-2-16-a,5500 Hz,NA,10,0.825,36,36,?,1916,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-58-2-16-a.wav,548.39,2024.96,2314.59,169.91,0.895,m,16,1-58-2-16-a.wav,a hairbrush ,1,new braunfels,439.58,2168.73,2500.64,158.63,0.86,?,b,58,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,37,37,NA,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-88-2-16-a.wav,NA,NA,NA,NA,NA,m,16,1-88-2-16-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,88,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,38,38,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-16-a.wav,NA,NA,NA,NA,NA,f,16,10-107-2-16-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,?,b,107,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,39,39,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-16-a.wav,NA,NA,NA,NA,NA,f,16,10-110-2-16-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,?,b,110,eine haarbuerste,?a??n? ha????b??st?,?
0.102,1.482,10-171-2-16-a,5500 Hz,NA,10,1.38,40,40,?,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-16-a.wav,737.53,2035.95,2544.64,--undefined--,1.448,f,16,10-171-2-16-a.wav,a hairbrush ,10,new braunfels,666.01,1934.74,2244.94,330.73,1.414,?,b,171,eine haarbuerste,?a??n? ha????b??st?,?
0.077,0.828,103-388-1-16-a,5500 Hz,NA,10,0.751,41,41,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-16-a.wav,564.77,1828.62,2581.45,106.76,0.802,m,16,103-388-1-16-a.wav,a hairbrush ,103,new braunfels,478.03,1806.15,2353.48,112.14,0.777,?,b,388,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,42,42,NA,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-16-a.wav,NA,NA,NA,NA,NA,m,16,112-415-1-16-a.wav,a hairbrush ,112,"new braunfels, tx",NA,NA,NA,NA,NA,?,b,415,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,43,43,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/16-188-1-16-a.wav,NA,NA,NA,NA,NA,m,16,16-188-1-16-a.wav,a hairbrush ,16,new braunfels,NA,NA,NA,NA,NA,?,b,188,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,44,44,NA,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/3-71-2-16-a.wav,NA,NA,NA,NA,NA,f,16,3-71-2-16-a.wav,a hairbrush ,3,new braunfels,NA,NA,NA,NA,NA,?,b,71,eine haarbuerste,?a??n? ha????b??st?,?
0,0.414,60-447-2-16-a,5500 Hz,NA,10,0.414,45,45,?,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-16-a.wav,408.26,1670.6,2227.76,108.85,0.414,m,16,60-447-2-16-a.wav,a hairbrush ,60,new braunfels,408.26,1670.6,2227.76,108.85,0.414,?,b,447,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,46,46,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/wall/gilbert/60-433-2-16-a.wav,NA,NA,NA,NA,NA,f,16,60-433-2-16-a.wav,a hairbrush ,60,"wall, tx",NA,NA,NA,NA,NA,?,b,433,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1948,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-134-2-21-a.wav,NA,NA,NA,NA,NA,f,21,9-134-2-21-a.wav,a hairbrush ,9,bulverde,NA,NA,NA,NA,NA,?,b,134,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-151-1-21-a.wav,NA,NA,NA,NA,NA,f,21,9-151-1-21-a.wav,a hairbrush ,9,bulverde,NA,NA,NA,NA,NA,?,b,151,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-153-1-21-a.wav,NA,NA,NA,NA,NA,m,21,9-153-1-21-a.wav,a hairbrush ,9,bulverde,NA,NA,NA,NA,NA,?,b,153,eine haarbuerste,?a??n? ha????b??st?,?
0.079,0.425,120-449-2-21-a,5500 Hz,NA,10,0.346,3,NA,?,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-21-a.wav,450.56,1992.36,2508.27,--undefined--,0.398,f,21,120-449-2-21-a.wav,a hairbrush ,120,columbus,375.94,2123.24,2541.76,175.35,0.372,?,b,449,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/15-145-1-21-a.wav,NA,NA,NA,NA,NA,m,21,15-145-1-21-a.wav,a hairbrush ,15,comfort,NA,NA,NA,NA,NA,?,b,145,eine haarbuerste,?a??n? ha????b??st?,?
0.072,0.278,102-395-2-21-a,5500 Hz,NA,10,0.206,5,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/102-395-2-21-a.wav,499.4,1776.88,2227.58,250.1,0.254,m,21,102-395-2-21-a.wav,a hairbrush ,102,converse,461.8,1867.7,2158.2,232.93,0.23,?,b,395,eine haarbuerste,?a??n? ha????b??st?,?
