"26","1","51","1","2003-11-10 00:00:00","3","a","2004-01-08 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-51-1",NULL
"28","1","51","2","2003-11-10 00:00:00","3","a","2004-01-08 00:00:00","Other speakers: Speaker (#506): Local woman, speaks only English; Speaker (#507): Local man: speaks some German","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-51-2",NULL
"34","1","1","1","2002-01-28 00:00:00","1","a","2004-02-01 00:00:00","blah","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-1-1",NULL
"50","1","2","1","2002-02-01 00:00:00","1","a","2004-01-28 00:00:00","All interview and informant information is questionable until someone who knows better can fill it in.","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-2-1",NULL
"51","1","21","1","2002-03-23 00:00:00","2","a","2004-02-01 00:00:00","Interview and informant details are mostly unreliable until somone who knows better can fix them.","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-21-1",NULL
"52","1","3","1","2002-01-28 00:00:00","1","a","2004-02-01 00:00:00","Interview and informant details are unreliable until updated by someone who knows them.","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-3-1",NULL
"53","1","7","1","2002-02-24 00:00:00","4","a","2004-02-02 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-7-1",NULL
"54","1","24","1","2002-03-24 00:00:00","1","a","2004-02-02 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-24-1",NULL
"55","1","25","1","2002-10-08 00:00:00","1","a","2004-02-02 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-25-1",NULL
"56","1","8","1","2002-02-24 00:00:00","4","a","2004-02-02 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-8-1",NULL
"57","1","57","1","2003-11-15 00:00:00","2","a","2004-02-02 00:00:00","Speaker (#057): 81 year-old man from Fredericksburg;
Interviewer (#1): Hans Boas;
Interviewer (#5) asks a question in 1-57-1-9-1-a;
-- Speaker #57 was interviewed at the Vereinskirche in Fredericksburg where he works on weekends.
","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-57-1",NULL
"58","1","59","1","2004-01-16 00:00:00","1","a","2004-02-17 00:00:00","Speaker (#059); Interviewer (#1): Hans Boas","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-59-1",NULL
"59","1","60","1","2003-01-16 00:00:00","1","a","2004-02-17 00:00:00","Speaker (#060): 71 year old woman from Kyle; Interviewer (#1): Hans Boas","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-60-1",NULL
"60","1","27","1","2002-10-08 00:00:00","1","a","2004-02-24 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-27-1",NULL
"61","1","28","1","2002-11-18 00:00:00","1","a","2004-02-28 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-28-1",NULL
"62","1","29","1","2002-11-18 00:00:00","1","a","2004-03-01 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-29-1",NULL
"63","1","30","1","2002-11-18 00:00:00","1","a","2004-03-02 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-30-1",NULL
"64","1","2","2","2002-04-01 00:00:00","1","a","2004-03-19 00:00:00","Speaker (#002): older man, primary speaker in this set of files, mostly in German; Speaker (#003): older woman, secondary speaker, in English and German; Interviewer (#1): Hans Boas; Secondary Interviewer (#1C): friend of Hans Boas","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-2-2",NULL
"65","1","62","1","2004-01-30 00:00:00","1","a","2004-03-19 00:00:00","Speaker (#062): Woman from New Braunfels; Interviewer (#1): Hans Boas","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-62-1",NULL
"66","1","63","1","2004-02-07 00:00:00","8","a","2004-03-19 00:00:00","Speaker (#063): Man from around Crawford; Interviewer (#1): Hans Boas","1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-63-1",NULL
"67","1","33","1","2003-06-05 00:00:00","1","a","2004-03-28 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-33-1",NULL
"68","1","34","1","2003-06-05 00:00:00","1","a","2004-03-28 00:00:00",,"1","0000-00-00 00:00:00","0000-00-00 00:00:00","1","1-34-1",NULL
